Model,Metric,Mean,Std,Median,Q1,Q3,IQR,Min,Max,N
True differentiable J2 QP-HistoryGNO,Newton residual ratio,9.85968e-10,7.95158e-10,6.99121e-10,6.97573e-10,7.7387e-10,7.62966e-11,2.30511e-10,2.52877e-09,5
True differentiable J2 QP-HistoryGNO,Newton residual decrease frac.,1,0,1,1,1,0,1,1,5
True differentiable J2 QP-HistoryGNO,Newton step decrease frac.,0.99443,0.00431673,0.996776,0.995609,0.996858,0.00124907,0.985856,0.99705,5
True differentiable J2 QP-HistoryGNO,Newton step 1 residual ratio,2.385e-05,1.22203e-05,2.80554e-05,9.67688e-06,3.53891e-05,2.57122e-05,9.03347e-06,3.70953e-05,5
True differentiable J2 QP-HistoryGNO,Newton step 2 residual ratio,1.29565e-07,9.6256e-08,1.3749e-07,4.2734e-08,1.5298e-07,1.10246e-07,2.19673e-08,2.92654e-07,5
True differentiable J2 QP-HistoryGNO,Newton step 3 residual ratio,9.85968e-10,7.95158e-10,6.99121e-10,6.97573e-10,7.7387e-10,7.62966e-11,2.30511e-10,2.52877e-09,5
True differentiable J2 QP-HistoryGNO,Newton step 1 decrease frac.,0.999976,1.22418e-05,0.999972,0.999965,0.99999,2.57492e-05,0.999963,0.999991,5
True differentiable J2 QP-HistoryGNO,Newton step 2 decrease frac.,1,8.92081e-08,1,1,1,1.19209e-07,1,1,5
True differentiable J2 QP-HistoryGNO,Newton step 3 decrease frac.,1,0,1,1,1,0,1,1,5
True differentiable J2 QP-HistoryGNO,Newton correction rel. norm,1.38534,1.05167,1.05175,0.929644,1.71567,0.78603,0.0341963,3.19544,5
True differentiable J2 QP-HistoryGNO,Newton accepted damping,1,0,1,1,1,0,1,1,5
True differentiable J2 QP-HistoryGNO,Newton convergence rate,1,0,1,1,1,0,1,1,5
True differentiable J2 QP-HistoryGNO,Newton failure rate,0,0,0,0,0,0,0,0,5
