Model,Metric,Mean,Std,Median,Q1,Q3,IQR,Min,Max,N
Non-recurrent GNO sequence,Reversal hist-inc. rel. L2,0.99974,0.000368482,0.999644,0.999601,0.999702,0.000100553,0.999325,1.00043,5
Non-recurrent GNO sequence,Reversal yield-flag MAE,0.537613,0.00220359,0.536919,0.536636,0.53927,0.00263363,0.53445,0.54079,5
Non-recurrent GNO sequence,Yield-surface RMS,0.161256,0.0120369,0.166487,0.153976,0.168967,0.0149904,0.141563,0.175284,5
Non-recurrent GNO sequence,Plastic-work violation abs.,9.96559e-05,0.000124003,1.60289e-05,9.49612e-06,0.000151393,0.000141897,0,0.000321362,5
Non-recurrent GNO sequence,Plastic-work violation target-norm.,3.88774,4.83756,0.625315,0.370459,5.90609,5.53563,0,12.5368,5
Non-recurrent GNO sequence,Plastic-work violation pred-norm.,1.07212,0.646656,1,1,1.37111,0.371115,0,1.9895,5
Static DeepONet sequence,Cyclic disp. rel. L2,6.41681,0.825544,6.52519,6.35151,6.85128,0.499774,4.9353,7.42079,5
Static DeepONet sequence,Cyclic history rel. L2,0.818691,0.013373,0.814428,0.806567,0.832457,0.0258895,0.80363,0.836374,5
Static DeepONet sequence,History-increment rel. L2,1.00003,9.60821e-05,0.999982,0.999961,1.00005,8.95262e-05,0.999952,1.00021,5
Static DeepONet sequence,Eqp increment rel. L2,1.41347,0.76926,1.02963,0.989215,1.14591,0.156695,0.955961,2.94663,5
Static DeepONet sequence,Plastic-work inc. rel. L2,4.12112,3.81606,1.22867,1.076,7.27747,6.20147,0.965158,10.0583,5
Static DeepONet sequence,Reversal hist-inc. rel. L2,0.999914,0.000318118,1.00012,0.999839,1.00014,0.000303388,0.999322,1.00015,5
Static DeepONet sequence,Reversal yield-flag MAE,0.537059,0.000824382,0.537,0.536997,0.537424,0.000427186,0.535668,0.538209,5
Static DeepONet sequence,Yield-surface RMS,0.171749,0.0301451,0.165761,0.148822,0.184266,0.0354438,0.136988,0.222907,5
Static DeepONet sequence,Plastic-work violation abs.,8.84623e-05,0.000103244,1.47627e-05,4.31909e-06,0.000175375,0.000171056,0,0.000247855,5
Static DeepONet sequence,Plastic-work violation target-norm.,3.45106,4.02774,0.575919,0.168495,6.84167,6.67318,0,9.66922,5
Static DeepONet sequence,Plastic-work violation pred-norm.,0.868012,0.45307,1,1,1.00323,0.00323212,0,1.33683,5
