geometry,load_path,split,samples,nodes,elements,load_steps,fields,has_final_tangent,has_tangent_sequence,newton_residual_rms,reference_energy_mean,size_mb,path
notch_16x12,cyclic,test,1,673,306,3,2,False,False,0.0004085230728346067,-4.618198104839035e-05,0.25641822814941406,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_16x12\cyclic\test.npz
notch_16x12,cyclic,train,2,673,306,3,2,False,False,0.0005960179180620895,-9.443808903722499e-05,0.48851585388183594,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_16x12\cyclic\train.npz
notch_16x12,monotonic,test,1,673,306,3,2,False,False,0.000768910946436545,-0.00012166602170149948,0.25642967224121094,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_16x12\monotonic\test.npz
notch_16x12,monotonic,train,2,673,306,3,2,False,False,0.0010629380646244113,-0.0002453075812940231,0.4885272979736328,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_16x12\monotonic\train.npz
notch_16x12,nonproportional,test,1,673,306,3,2,False,False,0.0009302798422517343,-0.00015437284053549763,0.2564525604248047,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_16x12\nonproportional\test.npz
notch_16x12,nonproportional,train,2,673,306,3,2,False,False,0.0012509278811489056,-0.000305036895682415,0.48855018615722656,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_16x12\nonproportional\train.npz
notch_16x12,unload_reload,test,1,673,306,3,2,False,False,0.0009610712134068727,-0.00017984018553846045,0.25644493103027344,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_16x12\unload_reload\test.npz
notch_16x12,unload_reload,train,2,673,306,3,2,False,False,0.0011088820479111126,-0.0002606576629693217,0.4885425567626953,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_16x12\unload_reload\train.npz
notch_18x14,cyclic,test,1,895,412,3,2,False,False,0.0004560837215122072,-7.397484081204523e-05,0.34049415588378906,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_18x14\cyclic\test.npz
notch_18x14,cyclic,train,2,895,412,3,2,False,False,0.0004930733763128809,-7.73501929064858e-05,0.6515254974365234,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_18x14\cyclic\train.npz
notch_18x14,monotonic,test,1,895,412,3,2,False,False,0.0008070903474029624,-0.00017606297558460902,0.34050559997558594,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_18x14\monotonic\test.npz
notch_18x14,monotonic,train,2,895,412,3,2,False,False,0.0009377164159691049,-0.00020082524903843678,0.6515369415283203,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_18x14\monotonic\train.npz
notch_18x14,nonproportional,test,1,895,412,3,2,False,False,0.0009972221765926854,-0.00024389545972631688,0.3405284881591797,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_18x14\nonproportional\test.npz
notch_18x14,nonproportional,train,2,895,412,3,2,False,False,0.0012136821842981915,-0.00028880024548482976,0.6515598297119141,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_18x14\nonproportional\train.npz
notch_18x14,unload_reload,test,1,895,412,3,2,False,False,0.0008602858914732908,-0.00018656099776759817,0.34052085876464844,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_18x14\unload_reload\test.npz
notch_18x14,unload_reload,train,2,895,412,3,2,False,False,0.001000845126431847,-0.00022214008668120614,0.6515522003173828,05_data_pipeline\processed\level4_formal_complex_j2_t6_shard\notch_18x14\unload_reload\train.npz
