geometry,load_path,split,samples,nodes,elements,load_steps,fields,has_final_tangent,has_tangent_sequence,has_qp_history,has_qp_plastic_strain,q_points,newton_residual_rms,reference_energy_mean,size_mb,path
curved_hole_16x12,monotonic,test,1,665,299,8,2,False,False,True,True,3,0.0009265305895253011,-0.00014770099200923914,1.2259998321533203,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_16x12\monotonic\test.npz
curved_hole_16x12,monotonic,train,2,668,300,8,2,False,False,True,True,3,0.0006930513727423716,-0.00014421452189232846,2.435209274291992,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_16x12\monotonic\train.npz
curved_hole_16x12,nonproportional,test,1,665,299,8,2,False,False,True,True,3,0.0012288765151409853,-0.00022472419308045065,1.226022720336914,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_16x12\nonproportional\test.npz
curved_hole_16x12,nonproportional,train,2,668,300,8,2,False,False,True,True,3,0.0009136458867791248,-0.00021317705152222198,2.435232162475586,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_16x12\nonproportional\train.npz
curved_hole_16x12,unload_reload,test,1,665,299,8,2,False,False,True,True,3,0.0010201749357441911,-0.00017652172270523606,1.2260150909423828,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_16x12\unload_reload\test.npz
curved_hole_16x12,unload_reload,train,2,668,300,8,2,False,False,True,True,3,0.0007548158763708312,-0.00017912838934908867,2.4352245330810547,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_16x12\unload_reload\train.npz
curved_hole_18x14,cyclic,test,1,881,401,8,2,False,False,True,True,3,0.0006027023724355186,-0.00012634400803422047,1.6374874114990234,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_18x14\cyclic\test.npz
curved_hole_18x14,cyclic,train,2,880,400,8,2,False,False,True,True,3,0.001164893882273954,-0.00026785423975866473,3.2372913360595703,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_18x14\cyclic\train.npz
curved_hole_18x14,monotonic,test,1,881,401,8,2,False,False,True,True,3,0.0005932648990373187,-0.00011343071127283642,1.6374988555908203,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_18x14\monotonic\test.npz
curved_hole_18x14,monotonic,train,2,880,400,8,2,False,False,True,True,3,0.0010392663197068203,-0.00026785065713518023,3.237302780151367,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_18x14\monotonic\train.npz
curved_hole_18x14,nonproportional,test,1,881,401,8,2,False,False,True,True,3,0.0007700023674429649,-0.00017263080802029646,1.637521743774414,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_18x14\nonproportional\test.npz
curved_hole_18x14,nonproportional,train,2,880,400,8,2,False,False,True,True,3,0.001369024908502765,-0.00043699061665926033,3.237325668334961,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_18x14\nonproportional\train.npz
curved_hole_18x14,unload_reload,test,1,881,401,8,2,False,False,True,True,3,0.0006506508432359028,-0.00013614796100389393,1.6375141143798828,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_18x14\unload_reload\test.npz
curved_hole_18x14,unload_reload,train,2,880,400,8,2,False,False,True,True,3,0.0011467096324866287,-0.0003382646388509414,3.2373180389404297,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\curved_hole_18x14\unload_reload\train.npz
multi_hole_14x11,cyclic,test,1,530,231,8,2,False,False,True,True,3,0.0015371952502829574,-0.0002872329318808226,0.9544315338134766,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_14x11\cyclic\test.npz
multi_hole_14x11,cyclic,train,2,532,233,8,2,False,False,True,True,3,0.0010146901476008306,-0.00023606630449045775,1.9013729095458984,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_14x11\cyclic\train.npz
multi_hole_14x11,monotonic,test,1,530,231,8,2,False,False,True,True,3,0.0014390708931836791,-0.00031624864482462413,0.9544429779052734,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_14x11\monotonic\test.npz
multi_hole_14x11,monotonic,train,2,532,233,8,2,False,False,True,True,3,0.00097284882431594,-0.00022550507522823573,1.9013843536376953,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_14x11\monotonic\train.npz
multi_hole_14x11,nonproportional,test,1,530,231,8,2,False,False,True,True,3,0.0019700610614092795,-0.0005170748946492821,0.9544658660888672,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_14x11\nonproportional\test.npz
multi_hole_14x11,nonproportional,train,2,532,233,8,2,False,False,True,True,3,0.0012705600793335016,-0.0003483137504500797,1.901407241821289,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_14x11\nonproportional\train.npz
multi_hole_14x11,unload_reload,test,1,530,231,8,2,False,False,True,True,3,0.0015752100534303438,-0.0003557266234172995,0.9544582366943359,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_14x11\unload_reload\test.npz
multi_hole_14x11,unload_reload,train,2,532,233,8,2,False,False,True,True,3,0.0010645541417364515,-0.00027356059738548955,1.9013996124267578,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_14x11\unload_reload\train.npz
multi_hole_16x12,cyclic,test,1,674,299,8,2,False,False,True,True,3,0.00128356250141197,-0.00027291854445627795,1.2287540435791016,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_16x12\cyclic\test.npz
multi_hole_16x12,cyclic,train,2,672,299,8,2,False,False,True,True,3,0.0008736102462629734,-0.00021155217441425322,2.4307918548583984,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_16x12\cyclic\train.npz
multi_hole_16x12,monotonic,test,1,674,299,8,2,False,False,True,True,3,0.001134144377449251,-0.000368166523472836,1.2287654876708984,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_16x12\monotonic\test.npz
multi_hole_16x12,monotonic,train,2,672,299,8,2,False,False,True,True,3,0.0008384562795379991,-0.00021925363060757374,2.4308032989501953,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_16x12\monotonic\train.npz
multi_hole_16x12,nonproportional,test,1,674,299,8,2,False,False,True,True,3,0.0015861149830042475,-0.0005373322050545919,1.2287883758544922,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_16x12\nonproportional\test.npz
multi_hole_16x12,nonproportional,train,2,672,299,8,2,False,False,True,True,3,0.0011109657746433297,-0.00033863101973086114,2.430826187133789,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_16x12\nonproportional\train.npz
multi_hole_16x12,unload_reload,test,1,674,299,8,2,False,False,True,True,3,0.001245548188240243,-0.00034218404563639705,1.228780746459961,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_16x12\unload_reload\test.npz
multi_hole_16x12,unload_reload,train,2,672,299,8,2,False,False,True,True,3,0.0009228062787656322,-0.000258445788482875,2.430818557739258,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_16x12\unload_reload\train.npz
multi_hole_18x14,cyclic,test,1,887,400,8,2,False,False,True,True,3,0.0011031253443391478,-0.00025692542448599017,1.6359500885009766,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_18x14\cyclic\test.npz
multi_hole_18x14,cyclic,train,2,885,400,8,2,False,False,True,True,3,0.0010241378082334314,-0.0002442242373945604,3.2402477264404297,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_18x14\cyclic\train.npz
multi_hole_18x14,monotonic,test,1,887,400,8,2,False,False,True,True,3,0.0009597903452529437,-0.00025885654526120567,1.6359615325927734,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_18x14\monotonic\test.npz
multi_hole_18x14,monotonic,train,2,885,400,8,2,False,False,True,True,3,0.0009246976574730059,-0.0002632275763933439,3.2402591705322266,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_18x14\monotonic\train.npz
multi_hole_18x14,nonproportional,test,1,887,400,8,2,False,False,True,True,3,0.0012790024507187883,-0.0004213230647527941,1.6359844207763672,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_18x14\nonproportional\test.npz
multi_hole_18x14,nonproportional,train,2,885,400,8,2,False,False,True,True,3,0.00125779856843011,-0.0004121946473250274,3.2402820587158203,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_18x14\nonproportional\train.npz
multi_hole_18x14,unload_reload,test,1,887,400,8,2,False,False,True,True,3,0.0010625785272850839,-0.0003201612029746868,1.635976791381836,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_18x14\unload_reload\test.npz
multi_hole_18x14,unload_reload,train,2,885,400,8,2,False,False,True,True,3,0.001022369223533068,-0.0003030625671971998,3.240274429321289,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\multi_hole_18x14\unload_reload\train.npz
notch_14x11,cyclic,test,1,543,244,8,2,False,False,True,True,3,0.0009559325750128972,-0.00013242263726517432,1.002370834350586,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_14x11\cyclic\test.npz
notch_14x11,cyclic,train,2,545,246,8,2,False,False,True,True,3,0.00120382074927072,-0.00012271686385805175,1.997018814086914,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_14x11\cyclic\train.npz
notch_14x11,monotonic,test,1,543,244,8,2,False,False,True,True,3,0.000951729468735076,-0.00012688246006216348,1.0023822784423828,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_14x11\monotonic\test.npz
notch_14x11,monotonic,train,2,545,246,8,2,False,False,True,True,3,0.0011237872076233747,-0.0001277342090508738,1.997030258178711,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_14x11\monotonic\train.npz
notch_14x11,nonproportional,test,1,543,244,8,2,False,False,True,True,3,0.0012744791226103082,-0.0002082096536970434,1.0024051666259766,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_14x11\nonproportional\test.npz
notch_14x11,nonproportional,train,2,545,246,8,2,False,False,True,True,3,0.0015379351022272723,-0.0002311603097192926,1.9970531463623047,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_14x11\nonproportional\train.npz
notch_14x11,unload_reload,test,1,543,244,8,2,False,False,True,True,3,0.0010406646646416882,-0.00015302445825501104,1.0023975372314453,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_14x11\unload_reload\test.npz
notch_14x11,unload_reload,train,2,545,246,8,2,False,False,True,True,3,0.0012368435396625638,-0.0001574966781701462,1.9970455169677734,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_14x11\unload_reload\train.npz
notch_16x12,cyclic,test,1,673,306,8,2,False,False,True,True,3,0.0006792297767209588,-9.654763274696064e-05,1.252096176147461,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_16x12\cyclic\test.npz
notch_16x12,cyclic,train,2,673,306,8,2,False,False,True,True,3,0.0009321689769681915,-0.0001864792726655044,2.478738784790039,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_16x12\cyclic\train.npz
notch_16x12,monotonic,test,1,673,306,8,2,False,False,True,True,3,0.0006742206783070552,-9.869940294679401e-05,1.2521076202392578,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_16x12\monotonic\test.npz
notch_16x12,monotonic,train,2,673,306,8,2,False,False,True,True,3,0.0008956700149773712,-0.0001866551143719558,2.478750228881836,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_16x12\monotonic\train.npz
notch_16x12,nonproportional,test,1,673,306,8,2,False,False,True,True,3,0.0008730332100976533,-0.00014869525655156267,1.2521305084228516,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_16x12\nonproportional\test.npz
notch_16x12,nonproportional,train,2,673,306,8,2,False,False,True,True,3,0.0011681540039404144,-0.0002925342940307122,2.4787731170654297,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_16x12\nonproportional\train.npz
notch_16x12,unload_reload,test,1,673,306,8,2,False,False,True,True,3,0.0007824957714655874,-0.0001235715865942455,1.2521228790283203,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_16x12\unload_reload\test.npz
notch_16x12,unload_reload,train,2,673,306,8,2,False,False,True,True,3,0.0009842556073913283,-0.0002405064329400907,2.4787654876708984,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_16x12\unload_reload\train.npz
notch_18x14,cyclic,test,1,895,412,8,2,False,False,True,True,3,0.0007236999363401388,-0.00014463749476589574,1.678976058959961,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_18x14\cyclic\test.npz
notch_18x14,cyclic,train,2,895,412,8,2,False,False,True,True,3,0.0008500970409214113,-0.00016196425074547761,3.3273563385009766,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_18x14\cyclic\train.npz
notch_18x14,monotonic,test,1,895,412,8,2,False,False,True,True,3,0.000699894794386073,-0.00013829266396836514,1.6789875030517578,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_18x14\monotonic\test.npz
notch_18x14,monotonic,train,2,895,412,8,2,False,False,True,True,3,0.0007981720466293111,-0.00016525916905394135,3.3273677825927734,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_18x14\monotonic\train.npz
notch_18x14,nonproportional,test,1,895,412,8,2,False,False,True,True,3,0.0009238682865319462,-0.00021802748360435126,1.6790103912353516,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_18x14\nonproportional\test.npz
notch_18x14,nonproportional,train,2,895,412,8,2,False,False,True,True,3,0.001072152411551893,-0.00026549842923022637,3.327390670776367,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_18x14\nonproportional\train.npz
notch_18x14,unload_reload,test,1,895,412,8,2,False,False,True,True,3,0.0007765142112783396,-0.0001710750179502675,1.6790027618408203,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_18x14\unload_reload\test.npz
notch_18x14,unload_reload,train,2,895,412,8,2,False,False,True,True,3,0.0008849108167324137,-0.00019899470701995498,3.327383041381836,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step_qp_9case\notch_18x14\unload_reload\train.npz
